Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,"$78K-$133K
(Glassdoor Est.)","Job Description
About the team. The Clinical Products data science team helps supercharge CVS-Aetnas clinical programs to improve member health and lower costs. Given CVS-Aetnas size, scope, and deep set of capacities, CVS-Aetna is an unparalleled platform to make a difference in healthcare in the US and beyond. The Clinical Products team has three main goals. First, CVS-Aetna is launching a series of clinical programs that use the resources of the combined CVS-Aetna, and our team delivers the advanced analytics to support those initiatives. Second, the team develops data-driven clinical recommendations that are delivered to members, their providers, and their caregivers. Finally, we build condition-specific models that help other parts of the company (e.g. pricing) better predict member care journeys.

About the position. This Data Scientist will join the newly formed Clinical Products team and support, end to end, one or more of the teams three objectives. This role will build predictive models, work with clinical experts (e.g. doctors) to translate their subject matter expertise into machine learning models, extract and manipulate data from multiple large data sources, and present her / his work to technical and non-technical stakeholders. This role will also use the results of AB testing to improve the performance of the teams statistical modeling and targeting.

Fundamental Components
Develops and/or uses algorithms and statistical predictive models.
Brings clinical insights to inform predictive models: is comfortable reading academic clinically oriented literature and collaborating with clinical subject matter experts to inform predictive models.
Performs analyses of structured and unstructured data to solve multiple and/or complex business problems using advanced statistical techniques and mathematical analyses and broad knowledge of the organization and/or industry.
Collaborates with business partners to understand their problems and goals, develop predictive modeling, statistical analysis, data reports and performance metrics.
Develops and participates in presentations and consultations to existing and prospective constituents on analytics results and solutions.
Interacts with internal and external peers and managers to exchange complex information related to areas of specialization.
Use strong knowledge in algorithms and predictive models to investigate problems, detect patterns and recommend solutions.
Use strong programming skills to explore, examine and interpret large volumes of data in various forms.
Background Experience
2 or more years of progressively complex related experience.
Demonstrates proficiency in most areas of mathematical analysis
Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.
Anticipates and prevents problems and roadblocks before they occur.
Demonstrates strong ability to communicate technical concepts and implications to business partners.
Clinically oriented background or professional experience is a plus.
Education
Master's degree

Percent of Travel Required
0 - 10%

Business Overview
Aetna, a CVS Health company, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.

We are committed to maintaining a diverse and inclusive workplace. CVS Health is an equal opportunity and affirmative action employer. We do not discriminate in recruiting, hiring or promotion based on race, ethnicity, gender, gender identity, age, disability or protected veteran status. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",2.9,"CVS Health
2.9","Wellesley, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
Machine Learning Engineer,-1,"BetterUp is a mobile-based coaching platform that brings personalized professional coaching to employees at all levels. We help managers lead better, teams perform better, and employees thrive personally and inspire professionally. Our mission is to help professionals everywhere pursue their lives with greater clarity, purpose, and passion. Our product was developed by a team of leading behavioral scientists, researchers, and technologists to bring evidence-based learning to professionals everywhere. We're already transforming the way companies approach talent development at high-performing organizations like Airbnb, Genentech, Mars, LinkedIn, and Workday. Let's build together!

The Machine Learning Engineer responsibilities will include: applied artificial intelligence (AI) architecture, specifically building and deploying machine learning models into production designed for operational excellence with regular validation and iteration; data amplifier, specifically enabling scalable data inquiries across the organization with data pipelines, ETL processes and feature engineering; product engineering, specifically designing data driven products and systems with built-in feedback loops for self-optimization; and insight spelunking, specifically, responding to business operation questions and influence product roadmap decisions using statistical analysis ad-hoc reporting, or machine learning algorithms for offline modeling.

Minimum Requirements:
Education: Master Degree in Mathematical Modeling or Engineering
Training: None
Experience: 24 Months in Same or Similar Position
Other: In lieu of the above listed Master Degree and work experience, a suitable and acceptable substitute is a Bachelor Degree in Applied Mathematics or Computer Engineering or foreign equivalent and 5 Years of progressive, post-baccalaureate work experience.
Work Schedule: 40 hour week
HQ Location: BetterUp, Inc.
1200 Folsom Street
San Francisco, CA 94103

Benefits

At BetterUp, we are committed to living out our mission every day and that starts with providing benefits that allow our employees to care for themselves, support their families, and give back to their community.
Access to BetterUp coaching; one for you and one for a friend or family member
A competitive compensation plan with opportunity for advancement
Full coverage for medical, dental and vision insurance
Employer Paid Life, AD&D, STD and LTD insurance
Flexible paid time off
Per year:
13 paid holidays
4 BetterUp Inner Work days (https://www.betterup.co/inner-work)
5 Volunteer Days to give back
Learning and Development stipend
Holiday charitable contribution of your choice on behalf of BetterUp
401(k) self contribution
BetterUp Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, disability, genetics, gender, sexual orientation, age, marital status, veteran status. In addition to federal law requirements, BetterUp Inc. complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.",3.9,"BetterUp
3.9",Remote,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"• Be one of the first to join our rapidly growing, well-funded startup in Downtown Seattle
• Apply Data Science best-practices to reducing the cost and ecological impact of food waste
• Make a big contribution across our entire product in this small, passionate team

At Shelf Engine, we’re harnessing the power of AI to provide real-time, intelligent forecasting for food retailers like grocery stores, food service, and cafes across the United States. We’re able to drastically reduce the amount of shrink (food waste) which in turn drives profit for retailers, lowers costs for consumers, and reduces the ecological impact of waste. We’re using technology to solve a globally-relevant problem that both creates a positive environmental impact and an exciting (and potentially massive) commercial opportunity.

We are hiring a Data Scientist to join our growing Engineering and Data team. You will be spearheading projects across the organization to determine what data we collect and how, and which other sources we passively utilize to improve our day to day business processes. Your background in mathematics, statistics, and business logic will directly impact the accuracy of our forecasting, striking a fine balance between reducing customers food waste, and avoiding understocking situations. Help us solve critical problems related to the following areas: time-series analysis, demand forecasting, predictive modeling and machine learning, feature identification & pattern recognition, model segmentation & aggregation, constrained optimization.
As a Data Scientist at Shelf Engine, you will:
Work cross-functionally (e.g. Product, Engineering, Operations, etc) to frame problems, both mathematically and within the business context; to measure and optimize products and business processes; to identify opportunities, assess risk potentials and explain trends; to drive customer adoption and revenue growth
Own the end-to-end experience with data, including querying, aggregation, deep analysis, visualization and models; presenting findings/actionable insights to internal and external stakeholders
Design, analyze, and run both simulated and live experiments (A/B and multivariate tests) to drive KPI improvement
Continuously improve the quality and accessibility of our analytical capabilities and framework as well as data reporting infrastructure
Assist in data requirements gathering and data validations to improve data platforms
And we think you would make a great Data Scientist if you:
Have a Masters degree in a related quantitative field (Computer Science, Math, Statistics, Engineering, Physics, Economics)
Bring 4+ years of relevant working experience in a similar role, preferably with specific experience in the domain of time series demand or other forecasting
Have production-level experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and statistical/mathematical programming languages (e.g. R, Matlab)
Expertise with statistical analysis, applying various machine learning techniques, especially predictive modeling, to solve business problems
Bring a proven ability to think creatively, solve problems, learn quickly, work independently, handle ambiguity, and adapt to change in a fast-paced environment
Excellent written, verbal, and interpersonal communication and presentation skills
About Us:
At Shelf Engine, you will join a small, powerful Product team that’s hungry for change in an untapped industry. Our founders are well versed in the food industry, and have successfully built Product and Engineering teams. We’re not only solving complex technical problems at scale, but tackling key initiatives with large environmental impacts a well. We're a tight-knit and passionate team, determined to disrupt an industry with wide-ranging impact, and creating a significant commercial opportunity.

We’re looking to add you - a Data Scientist who is passionate about marketplaces, demand forecasting, and reducing waste! APPLY NOW and get in early on a team that's changing food distribution for the better, or learn more about us at http://shelfengine.com

Shelf Engine is an equal opportunity employer and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",4.4,"Shelf Engine
4.4","Seattle, WA",1 to 50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data Scientist,"$69K-$116K
(Glassdoor Est.)","Data Scientist
Mountain ViewR&D - Machine learningExperienced
Responsibilities
Are you ready to take your career to the next level with a move to a fast-paced, audacious company and massive impact to the business productivity and collaboration space using the latest technologies? If yes, this is an opportunity of a lifetime!

What you'll do:
Team up with engineers to design learning solutions.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Develop company A/B testing framework and test model quality.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Create custom data models and algorithms to apply to data sets.
Coordinate with different functional teams to implement models and monitor outcomes.
Partner with international stakeholders in different time zones
Qualifications
- BS degree in Computer Science, Computer Engineering, Electrical Engineering or other relevant majors with 2+ years of work experience
2+ years of industry experience in predictive analytics and/or statistical modeling role
Ability to think critically and to formulate solutions to problems in a clear, concise and timely manner
Experience building data science models (Regression, Decision Trees, K-Means, etc.)
Experience with large data sets and analytical tools (e.g. Hive, Spark)
Proficiency in scripting languages (SQL, Python, R, etc.)
Experience working with international partners in different time zones
Apply
Share to",3.8,"ByteDance
3.8","Mountain View, CA",10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Analyst,"$42K-$81K
(Glassdoor Est.)","Sapphire Digital seeks a dynamic and driven mid-level Data Analyst/QA to join our growing New Jersey team with experience in the healthcare domain. This role will perform in-depth analysis of our internal data management systems to identify, analyze, and interpret trends and/or patterns in order to provide actionable recommendations for data integrity. The Data Analyst/QA will work closely with multiple internal teams to collaborate on different stages of the data lifecycle and assist in developing data quality processes.
In this position, you'll be responsible for:
Preparing and conducting analyses and studies, needs assessment, and requirements analysis to align systems and solutions
Overseing data QA functions to ensure data integrity and accuracy
Monitoring all production data processes and validation systems
Performing data investigations, root cause analysis, data profiling, and data lineage activities
Performing research and provides recommendations for data processes and updates
Reviewing and analyzes specific data elements for accuracy and quality assurance
Driving the resolution of the identified data quality problems
Maintaining documentation as required
Partnering with BI in the development of reports and presentations
Maintaining data quality rules, data standards and data governance policies
Supporting special project work as assigned by the data managers
Collaborating effectively with cross functional teams including Data, Business Intelligence, Business Applications, and Engineering

You might be a good fit if you have:
Bachelor's degree (B. A. / B. S.) from four-year college or university; 4+ years related experience and/or training; or equivalent combination of education and experience
5+ years of experience as a data analyst or in a related field
Expertise with query languages (SQL) required
Experience working with large complex datasets including healthcare data such as medical claims, clinical information, demographic data and program activity results
Exposure with one or more of the following programming languages: SAS, Python, R
Prior experience working with Healthcare data, or in the Healthcare field preferred
Experience with data visualization tools and methodologies (Excel and PowerBI)
Demonstrated experience in analyzing large data sets and relational databases
Ability to manage time and priorities of multiple projects/tasks
Displays professionalism and ability to learn quickly
Extremely detail oriented
Strong oral and written communication skills
Ability to collaborate closely with multiple teams across with a wide range of technical backgrounds",3.4,"Sapphire Digital
3.4","Lyndhurst, NJ",201 to 500 Employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,"$107K-$173K
(Glassdoor Est.)","Southern California-based Karma is more than just a car company. Although we are best known as a creator of soul-stirring luxury electric vehicles, Karma has emerged as a high-tech incubator offering innovators a perfect platform to prove their emerging technologies. Every Revero is designed at our Headquarters in Irvine and created with great individual care and world-class craftsmanship at the Karma Innovation and Customization Center in Moreno Valley, CA.
The Data Scientist, reporting to the Manager, Data Sciences and Innovation, is responsible for data collection,
analyze, extract, normalize, and label relevant data from multiple sources to provide interpretation and
Visualizations reports around key data-driven projects.

Design and build new data set processes for modeling, data mining, and production purposes.
Determine new ways to improve data and search quality, and predictive capabilities.
Perform and interpret data studies and product experiments concerning new data sources or new uses for
existing data sources.
Develop prototypes, proof of concepts, algorithms, predictive models, and custom analysis.
Create visualizations and reports to show insights obtained from data mining efforts.
Interact with multiple internal and external sources in support of ongoing and proof of concept projects.
Ensure timely, accurate and credible information is provided and interpreted and distilled into action
driven information for diverse audiences.
Attend trade shows, conferences and learning opportunity to familiarize with the industry-leading trends
in data sciences and predictive analytics to help drive Karma’s Data sciences and technology department
development.
Other duties, as assigned.

Education
A Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational
Research, Statistics, Mathematics, etc.) or equivalent experience.
Required Skills
3+ years’ experience in data preparation, model creation and feature tuning.
Familiar with AWS Cloud based tool set for data storage, ETL, model
creation and code repository.
Advanced ability to code in Python and SQL and related libraries.
Vehicle and automotive industry knowledge preferred but is not required.
Experience in implementing data sets into BI and Visualizations (PowerBi)
would be preferred but is not required.
Must be energetic, self-motivated and self-organized. Willing to do whatever is required
to get the job done.
Comfortable with working in a small team in daily activities in a fast-paced environment.
Possesses a strong work ethic and high level of professionalism.
Passionate about luxury, technology and innovation
Experience working with SAP applications Fiori, C4C, and Hybris is a plus.
Proficiency in MS Office Suite (Outlook, Excel, Word, PowerPoint, Teams, and relevant system software.
Basic knowledge of Quality Management Systems (ISO 9001:2015) and Environmental Management
Systems (ISO 14001:2015), as applicable
NO 3rd Parties, Principals Only, Please
Join Karma as we transform transportation and mobility with innovative team work.
Karma Automotive offers a complete benefits package including medical, dental, vision, life, STD, LTD; paid vacation, holidays and personal days; and a 401K with matching contributions. Relocation assistance may be available.
Karma Automotive LLC is an equal employment opportunity (EEO) employer. We do not discriminate on the basis of age, race, gender identity and expression, color, sexual orientation, marital status, pregnancy or related conditions (including breastfeeding), national origin/ancestry, religion, military/veteran status, genetic information, citizenship status or any other characteristic and group protected by applicable law. Karma Automotive LLC complies with the Americans with Disabilities Act to ensure equal access to all qualified individuals with a physical or mental disability. Valid driver’s license may be required based on essential duties.",2.0,"Karma Automotive
2.0","Irvine, CA",201 to 500 Employees,2014,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
"VP, Data Science","$175K-$250K
(Employer Est.)","We are looking for a VP, Data Science to lead all of our Data science and R&D efforts to discover the information hidden in vast amounts of data, and help us build incredible data products. You will be joining other extremely passionate data science, product folks and engineers that share a common interest in distributed systems, performance, scale, and solving problems with software and data. Our technologies power the insights for financial service and corporate giants.

Compensation package includes highly competitive salary, bonus, equity interest and the valuable business experiences, challenges and excitement of a fast growing technology startup company.

Responsibilities
Lead, nurture and grow a very talented data science team
Lead discovery processes with stakeholders to identify the product requirements and the expected outcome
Manage multiple projects in parallel and oversee their completion from start to finish, setting goals and project milestones
Conceptualize and plan leading-edge analytic and quantitative tools and modeling techniques to help 7Park Data’ clients gain insights and improve decision-making
Review internal and external analytical techniques, identify what data is available and relevant and source the necessary data
Collaborate with the Engineering team to deploy solutions to production
Make strategic recommendations to technology, product, and senior management
Be the voice of data science internally and represent 7Park externally
Requirements
Master’s Degree from top tier university in Computer Science, Statistics, Mathematics, Economics or similar quantitative discipline. PhD preferred
Minimum 8+ Years of relevant professional experience with a proven track record of leveraging analytics and large amounts of data to drive significant business impact
Extensive experience with data exploration, data cleaning, implementation of advanced statistical and machine learning algorithms (e.g., time-series analysis and forecasting, clustering, and advanced classification and regression techniques such as decision trees, neural networks, deep learning, and ensemble algorithms), as well as rigorous model validation and evaluation
Excellent interpersonal and leadership skills with the ability to develop and guide team members to deliver actionable results
Fluency in R or Python
Modeling/mining large data sets using Apache Spark, Databricks",4.0,"7Park Data
4.0","New York, NY",51 to 200 Employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable
Quant Researcher/Data Scientist,"$118K-$188K
(Glassdoor Est.)","Your Team responsibilities

The successful candidate will be an integral member of the Equity Factor Risk Model team based in Berkeley and will lead and be involved in new factor risk model research and contribute to their success from initial concept through research, development, consultation and production implementation. The candidate will become an expert in MSCI equity factor risk models and carry out back testing, research and analysis of factors and factor risk models using historical market data and Barra factor models and portfolio construction tools. The candidate will heavily utilize Python and Matlab in conducting research and will conduct, lead and drive research in equity factor risk models. The candidate will regularly present and communicate research and research strategy to other members of the equity factor research team, key executives, to the broader research organization, and across the organization to sales and product teams.

What we will offer you: Depending on your location of your role, you can expect
Competitive fixed and variable compensation, holiday/vacation allowance & retirement savings plans/pensions
Employee Resource Groups to support you in and out of the office
A wide range of benefits including healthcare, dental plans, risk insurances and (location dependent) - cycletowork schemes, gym benefits, retail discounts,
A purposeful approach to Wellbeing including training, support networks, membership to wellness platforms and vendors, and active local office communities
A specific and deliberate planning to the physical offices in which we work, and support for everyone spending periods of time working remotely or at home. This approach mirrors our commitment to transparency and sustainability and puts the safety and wellness of our employees at the center of all we do. We aim to provide productive and sustainable work environments and technology that encourages collaboration, creativity and innovation.

Your key responsibilities
MSCI is looking for an exceptional individual to join the Equity Factor Risk Model Research Team, which is responsible for designing and developing equity portfolio analytics, including MSCI Barra equity factor risk models. We seek a senior quantitative researcher who has an established and proven research track-record to help craft and implement the risk model research agenda. The ideal candidate will also have experience in applying machine learning and other data science techniques such as unstructured and alternative data in financial applications, as we seek to leverage these tools in equity risk models, where appropriate.
The successful candidate is a highly motivated individual with strong quantitative and problem solving skills as well as a deep interest in empirical research. Critical thinking, curiosity and excellent communication skills are essential.
Scope of Responsibility /Expectation:
· Build expertise in Barra fundamental equity factor risk models
· Assume responsibility for full model research cycle from envisioning to implementation, evaluation, and support
· Study global and regional equity markets and quantitative investment strategies
· Identify sources of risk and return in equity markets, including from alternative data sources and machine learning techniques
· Lead and drive innovation in risk model methodology research
· Perform extensive back-testing of existing and new risk models and investment strategies
· Present research results internally and externally
· Follow and promote good coding practices

Your skills and experience that will help you excel
Specific Knowledge & Skills:
Strong working knowledge of linear algebra and statistics
Excellent computer and statistical programming skills Python and Matlab preferred, also SQL, R.
Self-reliance, ability to work independently with minimal supervision
Critical thinking, curiosity and good communication skills
Ability to think creatively and critically, set research strategy and drive innovation in research
Desired Experience:
Experience designing, implementing and testing quantitative models
Experience with machine learning algorithms, data science and big data tools, unstructured data
Familiarity with financial data, interest in and understanding of equity markets
Desired Qualifications:
M.S. or Ph.D. in Finance, Operations Research, Engineering, Science, Computer Science or another quantitative discipline
5-10+ years relevant experience in a quantitative role.
How well support you
Coaching and support from experts in your team
A performance and growth-oriented culture and values
Opportunities for continuous learning to aid progression
Goal based objectives and development plans
Transparent performance-based compensation schemes
Employee resource groups such as the Womens Leadership Forum, MSCIPRIDE, and Eco-Groups.
About MSCI and our teams:

MSCI is a market leader in Global Indexes, Smart Beta, ESG and Risk Management, and is at the forefront of the secular trends dominating the financial services landscape today. We are committed to the future sustainability and transparency of the financial markets. We create innovative products and services that allow our clients to make more informed investment decisions, and we provide investors with critical performance measurement and risk management data and analytics. Click here to see what we do (link to MSCI brochure)

Our values define the working environment we strive to create. We are inclusive, we champion bold ideas, we always pursue excellence, and always act with integrity. Personal accountability and responsibility are key to success, and we always work as a team to remain client centric.

MSCI is committed to developing a culture and workforce that reflects the clients and communities in which we operate. Increasing our diversity expands our talent pool which helps to accelerate innovation in all we do. We especially encourage members of historically underrepresented groups to apply, including women, ethnic minorities and those in the LGBTQ community.

To all recruitment agencies: MSCI does not accept unsolicited CVs/Resumes. Please do not forward CVs/Resumes to any MSCI employee, location or website. MSCI is not responsible for any fees related to unsolicited CVs/Resumes.

MSCI Inc. is an equal opportunity employer committed to diversifying its workforce. It is the policy of the Firm to ensure equal employment opportunity without discrimination or harassment on the basis of race, color, religion, creed, age, sex, gender, gender identity, sexual orientation, national origin, citizenship, disability, marital and civil partnership/union status, pregnancy (including unlawful discrimination on the basis of a legally protected pregnancy/maternity leave), veteran status, or any other characteristic protected by law.",3.7,"MSCI Inc.
3.7","Berkeley, CA",1001 to 5000 Employees,1969,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD)
Data Scientist,-1,"About Mass Insight

Mass Insight Education & Research is a Boston-based nonprofit serving schools and districts nationwide. Our mission is to provide leadership in closing achievement and opportunity gaps for underserved students by focusing on system transformation and student academic success. Mass Insight is a leader in education reform, providing academic programs, research, and strategic consulting services across the United States. We take a design-based approach to implementing our theory of action by building networks, coherence, and capacity in order to make learning rigorous for all students.

We seek to dramatically improve student achievement at scale by transforming state and local education systems, structures, and policies. We also work directly with schools and districts to develop, implement and assess plans to improve school and district performance. Mi organizes its work around our theory of action for improving schools:

Data Scientist Position Summary

Mass Insight is growing! We are seeking to fill a critical new position on the Research & Impact team. The Data Scientist, reporting to the Director of Research & impact is a senior level position for the organization. With support from the Bill & Melinda Gates Foundation, Mass Insight aims to launch a Network for School Improvement focused on College Readiness. The Data Scientist will be responsible for all data collection and reporting related to Mass Insight’s College Readiness Network (the CRN).

Primary Responsibilities:
Collaborating with Bill & Melinda Gates Foundation data support partners to ensure timely and accurate data collection related to all aspects of the Foundation’s formative and summative evaluation of the Networks for School Improvement initiative,
Collaborating with the Director of Research & Impact to develop and operationalize a measurement system to test the CRN’s evolving theory of improvement,
Analyzing and reporting the CRN’s progress towards its outputs and outcomes,
Creating clear, concise, and visually appealing data dashboards and visualizations to support the work of school teams and the network as a whole,
Collaborating with site-based coaches to help school teams collect and make meaning from local data collected as part of ongoing Plan Do Study Act cycles,
Supporting the implementation of the Networked Improvement Learning and Support (NILS) platform to facilitate social learning and improvement testing within the CRN,
Supporting the use of improvement science tools and techniques to build Mass Insight’s capacity to lead the CRN and refine the CRN’s model and approach.
The table below describes the competencies Mi expects all staff at the Data Scientist level to model. Given the nature of the work described above, Mi will place special emphasis on:
Quantitative and qualitative research skills, including measure identification/instrument design, psychometric testing, and inferential statistics,
Experience managing and performing analyses with large, complex student-level data sets,
Experience creating clear, concise, and visually appealing data dashboards and visualizations, and
Experience using and helping others make sense of quantitative and qualitative data.
This is a Boston-based position, at least initially, and the Data Scientist should expect to travel, on average, once to twice monthly to schools in MA, CT, or RI.

Qualifications

Mass Insight has identified a set of Core Competencies that it expects to see in all staff members. Candidates for the Data Scientist position should demonstrate competence in each of the following areas at the level described:
Core Competencies

Data Scientist Expectations
Champions our Theory of Action

Understands, commits to and furthers our theory of action.
Understands and helps others to understand how the CRN can advance each element of Mi’s theory of action
Contributes to efforts to develop and operationalize the CRN’s theory of improvement

Communicates effectively

Listens, writes, speaks and presents in a manner that both conveys accurate information and motivates others to take relevant action.
Actively listens and efficiently gathers and organizes relevant information
Adjusts communication style depending on the audience and purpose
Clearly expresses technical concepts to a non-technical audience
Creates clear, concise, and visually appealing data dashboards and visualizations
Contributes to Mi’s knowledge and outreach through publications and speaking
Capably represents Mi with partners and other stakeholders

Continuously builds both education & specific subject-matter expertise.

Brings and continuously grows both education and specific subject matter expertise within and outside the education field.
Has a solid and growing understanding of education reform (history, current research, emerging topics) and draws connections to Mi’s work
Has a working understanding of improvement science
Identifies or develops instruments (surveys, interview protocols, etc.) to capture changes in knowledge, attitudes, and behavior.
Examines the psychometric properties (e.g., reliability and validity) of quantitative and qualitative measures.
Creates, cleans, and ensures the accuracy of large and/or complex student-level data sets
Performs a range bivariate and multivariate analyses independently
Codes and identifies themes qualitative data independently
Expertise in STATA and at least one data visualization application
Proficient in NVIVO or a similar qualitative platform

Effectively works as a team player

Operates with self-awareness, maintains a sense of humor and rolls up sleeves to support the team.
Effectively manages both team process and products to meet MI and partner goals
Energizes others through a sense of optimism and commitment to the work.
Provides recognition to teammates for behaviors that support and advance the work
Establishes positive and productive team norms, models those norms and holds team accountable for adhering to them.

Establishes partner trust

Builds trust through reliability, credibility and empathy.
Develops trusted advisor relationships with partners that extend beyond individual projects
Understands partner challenges and anticipates partner needs
Consistently balances candor and transparency without antagonizing the partner

Facilitates effectively

Leverages a variety of protocols, tools and adult learning techniques in order to engage groups in learning, problem-solving, decision-making and action-planning.
Meaningfully contributes to the planning and facilitation of data exploration and meaning-making meetings

Believes in and grows people

Believes in and grows people and resilient in the face of challenge.
Energizes others through a sense of optimism and commitment to the work
Intentionally builds the skills and knowledge of both Mi staff and partners
Provides feedback to other staff in a positive and constructive manner

Manages projects to impact despite ambiguity

Gets it done, even where there’s grey area and obstacles.
Makes effective decisions and prioritizes the work of self and/or team members based on partner and contract needs
Comfortable adapting to change and helps teammates manage their response
Helps internal and external teams maintain focus on key objectives while being responsive to on the ground complexities.

Promotes Diversity, Equity, and Inclusiveness

Works effectively in culturally diverse environments and enacts a commitment to equity and to the full inclusion of all stakeholders.
Interacts in both internal and external relationships with a high level of self-awareness, recognizing how identity can impact perception and action
Uses facilitation techniques to promote honest dialogue and expression of diverse, at times dissenting, perspectives to advance the work
Supports an inclusive team culture that encourages diverse perspectives and innovative thinking
Cultivates, develops, and helps retain diverse and skilled staff
Identifies and challenges cultural assumptions at the individual, team, and organizational levels

Solves complex problems systematically

Breaks problems into their component parts, analyzes a variety of data, takes broader conditions into consideration, and systematically devises solutions that match problems.
Organizes projects to meet objectives in a timely manner
Provides strong solutions to all problems related to data management and analysis for Mass Insight’s CRN

In addition to demonstrating the core competencies described above, a Data Scientist must have a bachelor’s degree. A master’s degree or comparable past experience is preferred but not required.",3.9,"Mass Insight Education & Research
3.9","Boston, MA",1 to 50 Employees,1997,Nonprofit Organization,Education Training Services,Education,$5 to $10 million (USD)
Data Scientist,"$62K-$103K
(Glassdoor Est.)","Being a Data Scientist at iManage means

You are excited to join forces and collaborate with a multi-disciplinary team of engineers and analysts. You will bring analytical rigor and statistical methods to the challenges of measuring our product quality, improving consumer products and understanding the behavior of end-users.

As a Data Scientist on our team, youll be working on various algorithms and using Natural Language Processing (NLP) methods to work on some of our most interesting problems using expertly curated datasets.

iM Responsible For
Analyzing and modelling structured data using advanced statistical methods, implement algorithms and software needed to perform analyses
Performing machine learning, predictive analytics, optimization, and statistical analysis methods
Using various Natural Language Processing (NLP) methods, to rigorously measure our product quality, improve enterprise products, and understand the behavior of end-users
Structuring and solving problems, conducting and interpreting analysis independently while demonstrating analytical and quantitative skills
Performing explanatory data analyses, generating and testing working hypotheses, preparing and analyzing historical data and identifying patterns
Contributing research, and trying new techniques or experiments to analyze and interpret data from documents using standard statistical tools
iM Qualified Because I have
2-5 years of professional experience working as a Data Scientist
A Masters or PhD (preferred) in Computer Science, Statistics, Mathematics, Engineering, Physics, Operations Research, or related fields
Experience with the theory and practice of standard NLP problems and approaches
An understanding of statistical data analysis such as linear models, multivariate analysis, stochastic models, cross validation, error analysis, statistical tests, and sampling methods
An Ability to implement, maintain, and troubleshoot big data infrastructure
Perform experimentations, draw conclusions and present recommended actions
A passion for learning, connecting and collaborating with others
About iManage

iManage combines artificial intelligence with content and email management to free, secure, and understand information. Over 3000 companies and 1 million users worldwide rely on our market-leading software to share and protect their most valuable data. Our work is not always easy but it is ambitious and rewarding.

So were looking for people who love a challenge. People who are happiest when theyre solving problems and collaborating with the industrys best and brightest. In exchange, well make sure the work you do here is worth doing. Thats the iManage way. Its how we do things that might appear impossible. How we develop our employees strengths and unlock their potential. Its how we find meaning in everything we do.

Whoever you are, whatever you do, however you work. Make it mean something at iManage.

Learn more at: www.imanage.com

Please see our privacy statement for more information on how we handle your personal data: https://imanage.com/privacy-policy/

Powered by JazzHR",4.2,"iManage
4.2","Chicago, IL",501 to 1000 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
